Key	"Experiment 1"	"Experiment 2"	"Experiment 3"	"Experiment 4"	"Experiment 5"	"Experiment 6"	"Experiment 7"	"Experiment 8"	"Experiment 9"	"Experiment 10"	"Experiment 11"	"Experiment 12"	"Experiment 13"	"Experiment 14"	"Experiment 15"	"Experiment 16"	"Experiment 17"	"Experiment 18"	"Experiment 19"	"Experiment 20"	"Experiment 21"	"Experiment 22"	"Experiment 23"	"Experiment 24"	"Experiment 25"	"Experiment 26"	"Experiment 27"	"Experiment 28"	"Experiment 29"	"Experiment 30"	"Experiment 31"	"Experiment 32"	"Experiment 33"	"Experiment 34"	"Experiment 35"	"Experiment 36"	"Experiment 37"	"Experiment 38"	"Experiment 39"	"Experiment 40"	"Experiment 41"	"Experiment 42"	"Experiment 43"	"Experiment 44"	"Experiment 45"	"Experiment 46"	"Experiment 47"	"Experiment 48"	"Experiment 49"	"Experiment 50"	"Experiment 51"	"Experiment 52"	"Experiment 53"	"Experiment 54"	"Experiment 55"	"Experiment 56"	"Experiment 57"	"Experiment 58"	"Experiment 59"	"Experiment 60"	"Experiment 61"	"Experiment 62"	"Experiment 63"	"Experiment 64"	"Experiment 65"	"Experiment 66"	"Experiment 67"	"Experiment 68"	"Experiment 69"	"Experiment 70"	"Experiment 71"	"Experiment 72"	"Experiment 73"	"Experiment 74"	"Experiment 75"	"Experiment 76"	"Experiment 77"	"Experiment 78"	"Experiment 79"	"Experiment 80"	"Experiment 81"	"Experiment 82"	"Experiment 83"	"Experiment 84"	"Experiment 85"	"Experiment 86"	"Experiment 87"	"Experiment 88"	"Experiment 89"	"Experiment 90"	"Experiment 91"	"Experiment 92"	"Experiment 93"	"Experiment 94"	"Experiment 95"	"Experiment 96"	"Experiment 97"	"Experiment 98"	"Experiment 99"	"Experiment 100"	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular location [CC]
iscA	10.635	10.902	10.719	10.849	10.922	10.464	10.856	10.742	10.262	10.322	10.67	10.603	10.888	10.942	11.013	10.934	12.138	12.044	12.154	11.138	11.018	10.668	11.163	11.154	11.113	11.365	11.288	11.379	11.804	11.478	11.493	11.656	11.608	11.612	11.305	11.52	11.513	11.427	11.403	11.468	11.91	11.669	11.995	10.966	11.117	11.103	10.77	10.871	10.59	10.798	10.997	11.052	10.568	10.764	10.54	11.064	11.091	11.06	11.292	11.25	11.15	11.155	11.186	11.091	10.982	11.109	11.709	10.308	11.835	11.846	11.756	11.696	11.777	11.787	11.766	11.642	11.602	11.799	11.912	11.752	11.788	11.774	11.798	11.313	11.028	10.965	11.203	10.985	11.289	11.315	11.372	11.237	11.542	11.331	10.965	10.766	11.513	10.158	10.445	10.792	iron-sulfur cluster assembly [GO:0016226]| protein maturation by iron-sulfur cluster transfer [GO:0097428]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	2 iron, 2 sulfur cluster binding [GO:0051537]| ferrous iron binding [GO:0008198]| iron chaperone activity [GO:0034986]	
iscR	8.7379	9.1585	8.745	9.2363	9.3842	8.9383	10.199	10.021	9.6521	9.5419	9.4283	9.4067	9.9202	9.9367	10.368	10.235	11.725	11.807	11.776	10.896	10.261	9.8896	9.5284	9.4	9.4251	10.433	10.535	10.482	11.259	11.333	11.326	11.541	11.858	11.436	11.504	11.644	11.68	11.424	11.646	11.621	11.093	10.904	11.216	9.2243	9.3822	9.3012	9.1641	9.3905	9.1013	9.9575	9.6106	9.6107	9.0561	9.3837	9.1198	9.1718	9.1701	9.27	9.4352	9.3306	9.4806	9.1472	9.3267	9.2581	9.2186	9.9752	10.999	9.113	11.178	10.943	11.041	11.267	11.445	11.188	11.654	11.756	11.558	11.695	11.87	11.804	11.072	10.859	10.87	10.606	10.476	10.138	10.39	10.154	11.029	11.044	11.282	11.216	11.313	11.222	10.287	9.8789	10.367	9.6077	9.694	10.503	regulation of transcription, DNA-templated [GO:0006355]	cytosol [GO:0005829]	2 iron, 2 sulfur cluster binding [GO:0051537]| DNA-binding transcription factor activity [GO:0003700]| double-stranded DNA binding [GO:0003690]| identical protein binding [GO:0042802]| iron ion binding [GO:0005506]	
iscS	8.5999	9.1916	8.8015	9.1851	9.2358	8.6677	9.9299	9.8102	9.2282	9.2267	9.6035	9.5526	9.7938	9.8639	9.8468	9.762	11.913	11.688	11.712	10.812	10.197	9.8889	10.426	10.587	10.538	10.885	10.975	10.765	11.505	11.153	11.219	11.493	11.6	11.291	11.149	11.277	11.486	10.981	11.152	11.327	11.047	10.9	11.139	9.8782	9.9746	9.941	9.5757	9.736	9.1963	9.2778	9.8824	9.7839	9.0883	9.4357	9.118	10.006	9.9571	9.8912	10.078	10.218	10.057	9.8949	10.084	9.8984	9.9448	9.9995	10.799	8.8258	11.048	11.005	10.973	10.702	10.895	10.802	10.852	10.646	10.577	10.67	10.848	10.646	10.969	10.809	10.914	10.923	10.459	10.037	10.238	10.247	10.902	10.626	10.96	10.891	11.059	10.953	10.235	10.033	10.347	9.1261	10.117	9.7004	[2Fe-2S] cluster assembly [GO:0044571]| iron-sulfur cluster assembly [GO:0016226]| oxazole or thiazole biosynthetic process [GO:0018131]| tRNA pseudouridine synthesis [GO:0031119]	cytosol [GO:0005829]	2 iron, 2 sulfur cluster binding [GO:0051537]| cysteine desulfurase activity [GO:0031071]| metal ion binding [GO:0046872]| pyridoxal phosphate binding [GO:0030170]| selenocysteine lyase activity [GO:0009000]| sulfur carrier activity [GO:0097163]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00331, ECO:0000305}.
iscU	9.5964	9.8402	9.5814	9.9506	10.063	9.5075	10.5	10.387	9.8718	9.9219	10.39	10.379	10.775	10.551	10.779	10.702	12.026	11.869	11.927	10.948	10.541	10.3	10.881	10.994	10.93	11.191	11.165	11.187	11.615	11.32	11.359	11.55	11.64	11.401	11.268	11.417	11.554	11.338	11.232	11.419	11.457	11.317	11.639	10.515	10.658	10.65	10.322	10.4	9.9665	10.279	10.459	10.464	9.993	10.247	9.9326	10.56	10.513	10.639	10.684	10.739	10.707	10.654	10.637	10.521	10.533	10.579	11.357	9.7729	11.281	11.406	11.313	11.228	11.438	11.325	11.363	11.248	11.03	11.419	11.429	11.253	11.301	11.404	11.321	10.76	10.468	10.399	10.378	10.226	11.014	10.891	11.165	11.094	11.048	11.029	10.341	10.256	10.788	9.5468	10.187	10.314	cellular iron ion homeostasis [GO:0006879]| iron-sulfur cluster assembly [GO:0016226]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	2 iron, 2 sulfur cluster binding [GO:0051537]| 4 iron, 4 sulfur cluster binding [GO:0051539]| ferrous iron binding [GO:0008198]| identical protein binding [GO:0042802]	
iscX	9.8495	10.093	9.8031	10.099	10.31	9.7959	10.138	10.162	8.3176	8.3927	9.9705	10.003	10.077	10.194	8.9618	8.9202	11.132	10.927	11.229	10.009	9.7146	9.6337	10.798	10.689	10.879	10.572	10.374	10.64	10.051	9.9698	9.9527	9.5514	9.7578	9.2716	9.3158	9.3879	9.3445	9.2311	9.1037	9.351	10.463	10.388	10.497	10.175	10.306	10.185	9.7655	9.7805	9.5845	9.117	9.7178	9.6871	9.364	9.5354	9.4154	9.9994	10.03	10.145	10.13	10.215	10.204	9.9751	9.6686	10.104	10.034	9.8032	10.314	8.9064	10.407	10.465	10.372	10.119	10.173	10.033	10.126	9.9242	9.8682	9.826	9.8355	9.8925	10.339	10.281	10.402	10.34	9.763	9.7535	9.9978	10.22	9.4945	9.7422	9.3169	9.1133	9.4479	9.3926	9.8002	9.905	10.017	8.9584	9.3111	8.5923	iron-sulfur cluster assembly [GO:0016226]	cytosol [GO:0005829]	enzyme inhibitor activity [GO:0004857]| ferrous iron binding [GO:0008198]| iron ion binding [GO:0005506]	
ispA	8.383	8.7457	8.2899	8.7847	8.5349	7.3614	9.336	9.4754	9.8222	9.4512	9.355	8.981	9.854	9.4114	9.4546	9.7119	10.318	10.157	10.474	10.176	10.028	9.4585	10.345	10.096	9.9968	8.6945	8.1401	8.5376	8.342	8.257	8.2765	8.5839	8.4258	7.9985	8.2294	8.256	8.2398	8.2848	8.2013	8.4334	10.136	10.181	10.157	10.305	10.118	10.225	10.085	9.8263	9.8235	10.311	10.272	10.094	9.7516	9.6497	9.7994	10.182	10.067	10.054	10.144	10.031	10.105	10.254	9.903	10.132	10.056	9.9814	9.876	9.8174	10.118	10.012	10.176	9.9562	9.653	9.8685	10.042	10.02	10.008	10.038	9.8262	9.7142	10.047	10.075	10.053	9.9221	9.1629	9.4535	9.5529	9.252	9.6376	9.6046	9.5903	9.7082	9.9673	9.8043	9.1011	9.134	9.3891	8.4476	8.6169	8.7465	farnesyl diphosphate biosynthetic process [GO:0045337]| geranyl diphosphate biosynthetic process [GO:0033384]	cytosol [GO:0005829]	dimethylallyltranstransferase activity [GO:0004161]| geranyltranstransferase activity [GO:0004337]| metal ion binding [GO:0046872]| prenyltransferase activity [GO:0004659]	SUBCELLULAR LOCATION: Cytoplasm.
ispB	9.5621	9.7461	9.5453	9.9427	10.141	9.4729	10.47	10.281	9.7294	9.613	10.06	9.9332	10.179	10.328	10.392	10.216	9.9128	10.031	9.5198	9.6424	9.5854	9.786	10.165	10.071	10.168	9.984	10.121	9.827	10.047	9.8759	9.8859	9.8464	9.9301	9.7402	9.7363	9.8128	9.6556	9.6526	9.4786	9.5064	10.202	10.11	9.7704	10.407	10.292	10.209	9.9859	9.8157	9.8638	10.043	10.043	10.123	10	9.9314	9.9082	10.197	10.212	10.047	10.098	10.15	10.153	9.9912	9.9858	10.269	10.227	9.9179	10.031	10.206	9.9333	10.053	9.9353	9.8709	9.9449	9.9181	10.139	10.246	10.196	9.9674	9.9024	10.17	10.153	9.9032	10.162	9.8772	9.8757	9.7618	10.173	9.9563	9.6852	9.7424	9.3814	9.4105	9.605	9.3716	9.6617	9.9065	9.3003	9.1184	8.9979	9.0888	isoprenoid biosynthetic process [GO:0008299]| polyprenol biosynthetic process [GO:0016094]| ubiquinone biosynthetic process [GO:0006744]	cytosol [GO:0005829]	identical protein binding [GO:0042802]| metal ion binding [GO:0046872]| octaprenyl pyrophosphate synthase activity [GO:0106350]| prenyltransferase activity [GO:0004659]	
ispD	9.1535	9.4064	9.3315	9.768	9.9078	9.1102	9.833	9.644	9.561	9.5411	9.8166	9.8803	9.5994	9.8305	10.086	10.037	10.183	10.216	10.31	9.7805	9.8881	9.9591	10.27	10.309	10.102	10.144	10.167	10.183	10.205	10.403	10.319	10.111	10.375	10.211	9.9772	9.9801	9.9761	9.8962	9.8582	9.7663	9.8057	9.8928	9.9145	9.8566	9.7884	9.8046	9.6048	9.4596	9.4629	9.5342	9.5848	9.5743	9.54	9.6074	9.4026	9.7545	9.8118	9.7141	9.7498	9.7369	9.6584	9.6294	9.6602	9.6755	9.6759	9.9845	10.024	9.8348	9.8026	9.9565	9.8643	9.8887	9.8381	9.7984	9.9965	10.016	9.8098	9.93	9.9436	9.9488	9.8507	9.9162	9.9945	9.6128	9.3775	9.3349	9.4659	9.3311	9.23	9.2555	9.2518	9.1476	9.469	9.331	9.0767	9.0464	9.3091	9.2178	8.9278	9.5119	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]| terpenoid biosynthetic process [GO:0016114]	cytosol [GO:0005829]	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518]| identical protein binding [GO:0042802]| magnesium ion binding [GO:0000287]	
ispE	9.8842	10.192	9.9723	10.15	9.8089	9.4427	9.6182	9.4366	10.095	10.017	9.9381	9.5728	10.12	10.071	10.52	10.352	10.387	10.336	10.561	10.284	10.349	10.141	10.248	10.299	10.262	11.027	11.135	11.15	11.779	11.653	11.532	11.399	11.507	11.505	11.009	11.058	11.237	10.816	10.949	10.872	10.917	11.124	11.196	11.026	10.868	11.019	10.901	10.677	10.698	10.954	10.932	10.82	10.569	10.533	10.729	11.103	11.172	10.909	10.991	10.971	10.856	11.294	11.174	10.933	10.957	10.723	10.849	10.878	10.748	10.896	10.807	10.76	10.808	10.636	10.837	10.73	10.783	10.843	10.831	10.684	10.801	10.754	10.87	10.361	10.164	10.12	10.049	10.074	10.195	10.159	10.134	10.079	10.196	10.115	9.799	9.6759	9.8903	9.0742	9.0081	9.4271	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]| terpenoid biosynthetic process [GO:0016114]		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]| ATP binding [GO:0005524]	
ispF	9.2404	9.3925	9.3595	9.6405	9.7741	9.1955	9.4252	9.5504	9.1171	9.0525	9.5379	9.4662	9.3294	9.5157	9.5711	9.4563	9.939	10.176	10.188	9.6059	9.7798	9.8467	10.166	10.244	10.099	10.07	10.276	10.159	10.35	10.494	10.449	10.123	10.396	10.24	9.7565	9.944	9.8784	9.5558	9.6873	9.5267	9.9601	9.8941	9.9375	9.7988	9.7593	9.7989	9.566	9.3198	9.4717	9.4584	9.5537	9.5398	9.5167	9.5151	9.3457	9.7625	9.8162	9.6884	9.6545	9.7278	9.7004	9.7051	9.815	9.6635	9.7699	9.9151	9.8848	9.6814	9.7679	9.7975	9.819	9.7527	9.9227	9.695	9.9178	9.9571	9.7833	9.817	9.8539	9.8846	9.7746	9.5996	9.8896	9.5772	9.2924	9.0121	9.2702	9.3957	8.9406	9.1015	8.8089	8.8884	9.05	8.8649	9.0523	9.0279	9.2171	8.8473	8.9675	8.8398	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]| terpenoid biosynthetic process [GO:0016114]| ubiquinone biosynthetic process [GO:0006744]		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]| identical protein binding [GO:0042802]| manganese ion binding [GO:0030145]| metal ion binding [GO:0046872]| zinc ion binding [GO:0008270]	
ispG	8.7324	9.2768	9.0993	9.6394	9.7293	9.0797	9.8095	9.7077	9.0945	9.0826	9.3313	9.4805	9.1703	9.2464	9.2151	9.2058	9.9741	10.075	10.127	9.7446	9.7622	9.6326	9.8205	9.6051	9.5918	9.2929	9.4989	9.2859	9.3838	9.2508	9.2933	8.9738	9.2766	9.0746	9.0428	8.8976	9.3088	9.271	8.9808	9.0535	9.9936	10.174	10.095	10.172	10.087	10.097	10.061	9.9707	9.8896	10.145	10.129	10.049	10.04	10.075	9.9848	10.001	10.065	9.9849	10.033	10.065	10.038	10.198	10.16	9.921	9.965	10.043	10.121	10.078	9.9137	10.094	9.984	10.014	10.084	9.8696	10.113	10.15	9.9029	9.9838	10.043	9.9738	9.9814	9.9453	10.096	10.208	9.6524	9.7321	9.7506	10.059	9.7436	9.8193	9.6637	9.7222	9.701	9.7442	9.6322	9.7323	9.4905	9.3727	9.2358	9.7724	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]| terpenoid biosynthetic process [GO:0016114]	cytosol [GO:0005829]	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity [GO:0046429]| 4 iron, 4 sulfur cluster binding [GO:0051539]| iron ion binding [GO:0005506]| metal ion binding [GO:0046872]	
ispH	8.8605	9.2837	8.3713	9.1377	8.6498	8.9603	9.5667	9.6164	9.3681	9.2582	9.4882	9.3504	9.4821	9.5506	9.4361	9.3538	9.6692	9.5322	9.5198	9.5118	9.2655	9.2473	9.3427	9.629	9.3897	8.8787	8.6758	8.8949	7.8523	8.7914	8.6833	8.7554	8.5489	8.8286	8.9055	8.6823	8.7111	9.035	8.7987	8.8808	9.6078	9.5494	9.7959	9.4928	9.4824	9.6462	9.2501	9.2488	9.1908	9.3298	9.3622	9.2145	9.0007	9.1075	9.4088	9.4222	9.3325	9.539	9.5376	9.5209	9.394	9.3276	9.5163	9.555	9.3037	9.6088	9.23	9.3343	9.346	9.3145	9.252	9.2831	9.1628	8.8324	9.4644	9.289	9.2348	9.3514	9.2157	9.2905	9.2517	9.4056	9.355	9.8815	9.4738	9.819	9.5475	9.616	9.3697	9.555	9.1634	9.4404	9.442	9.4664	9.9001	9.9298	9.6343	9.5016	10.017	9.7908	dimethylallyl diphosphate biosynthetic process [GO:0050992]| isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]| terpenoid biosynthetic process [GO:0016114]	cytosol [GO:0005829]	3 iron, 4 sulfur cluster binding [GO:0051538]| 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]| 4 iron, 4 sulfur cluster binding [GO:0051539]| hydroxymethylbutenyl pyrophosphate reductase activity [GO:0042380]| metal ion binding [GO:0046872]	
ispU	8.087	9.1069	8.8282	8.8826	8.5452	8.2184	9.774	9.8557	8.6984	8.2629	9.3542	8.7462	9.3119	9.1069	9.353	9.3786	9.83	9.3711	9.3832	9.6323	9.4143	9.0942	9.2941	9.1298	8.9882	9.1015	8.7852	9.3939	9.0861	8.8741	8.9573	8.9104	8.8478	9.039	8.7058	8.8022	9.0083	8.7217	9.0418	8.8012	9.8635	9.5242	9.8542	9.8692	9.8735	9.822	9.5384	9.4417	9.2623	9.6178	9.6181	9.4856	9.1478	9.0864	9.1432	9.7956	9.673	9.8423	9.7117	9.7041	9.6011	9.7619	9.7927	9.8201	9.9112	9.336	9.4238	9.1545	9.5712	9.4447	9.5437	9.5412	9.2119	9.3482	9.4713	9.2738	9.5237	9.4094	9.0376	9.2918	9.5894	9.3963	9.5274	9.25	9.6087	9.6276	9.2904	8.7304	9.4385	9.6683	9.4531	9.5297	9.7615	9.7104	9.2277	9.0641	9.401	8.6901	8.5159	8.9688	cell cycle [GO:0007049]| cell division [GO:0051301]| cell wall organization [GO:0071555]| Gram-negative-bacterium-type cell wall biogenesis [GO:0043164]| peptidoglycan biosynthetic process [GO:0009252]| polyprenol biosynthetic process [GO:0016094]| regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	di-trans,poly-cis-decaprenylcistransferase activity [GO:0008834]| magnesium ion binding [GO:0000287]| manganese ion binding [GO:0030145]| polyprenyltransferase activity [GO:0002094]	
isrA	5.4622	5.5516	5.5271	5.5916	5.8031	5.4796	6.1071	5.9624	8.0079	7.8904	7.0251	6.6572	7.6019	7.5364	7.7225	7.8289	7.0639	7.6015	7.5197	7.3654	7.4542	7.4624	7.4908	7.4179	7.6215	7.8239	8.0304	7.9513	7.5216	7.798	7.6788	7.7436	7.8345	7.66	7.9863	7.6991	8.071	7.8294	7.9942	7.8473	8.9205	8.9309	8.9884	9.1575	9.3721	9.3305	8.967	9.046	8.9519	8.6348	8.7613	8.824	8.9625	9.0617	9.0427	8.9528	9.1235	9.2618	9.1582	8.987	9.0477	8.9697	8.6956	9.1779	9.0992	9.1391	8.944	8.6132	9.4078	8.9904	9.4271	8.822	8.7481	8.8839	8.9729	9.0814	9.1005	8.7027	8.8267	8.744	9.3382	9.029	8.9828	8.5512	9.0879	8.9471	9.4435	9.2834	9.8254	10.461	10.749	10.707	10.811	10.783	9.1715	8.996	9.0417	9.3339	9.1373	9.4025				
isrB	8.1512	8.4608	8.5893	9.1252	7.64	7.8868	6.1846	8.0239	5.6147	5.9256	6.4583	6.5953	7.3901	6.762	7.9163	7.4667	5.6925	5.3954	5.5043	5.6454	5.9489	5.6384	6.1866	5.7658	5.644	9.9157	9.868	10.583	8.5027	7.3585	8.6853	8.8785	9.2789	9.7138	10.194	9.8684	10.666	10.005	10.503	10.687	9.639	9.9977	10.327	7.7089	7.952	7.8866	9.603	10.063	9.0391	8.924	9.033	8.6285	9.6911	8.8489	9.0166	7.6868	8.0322	7.4973	6.6785	7.5423	7.0719	8.5269	7.9477	7.8621	7.8448	9.357	9.1376	5.8605	10.963	9.9286	11.164	10.19	10.388	10.229	10.003	10.318	10.32	9.8813	9.7301	9.9418	10.845	9.8763	9.0399	7.8921	9.8645	10.209	9.313	8.655	6.4217	6.7769	5.7579	6.3634	6.1715	6.021	9.4388	9.6728	9.2741	5.9339	5.3918	5.7154				
isrC	3.5469	3.5459	3.5724	3.5527	3.5358	3.5156	3.5914	3.5745	3.6988	3.8012	3.5843	3.5538	3.591	3.7048	3.8571	3.7512	3.8154	3.7985	3.6402	3.6387	3.5914	3.7976	3.6631	3.6361	3.6396	3.7754	3.7578	3.6236	3.6123	3.7289	3.7412	3.6186	3.9368	3.7543	3.7472	3.6782	3.6394	3.7151	3.7497	3.7389	3.7095	3.7073	3.7532	3.7036	3.657	3.8126	3.7385	3.8415	3.8028	3.61	3.6293	3.6264	3.6448	3.7491	3.7331	4.5078	4.6235	4.6765	3.7323	3.664	3.7408	3.8044	3.6657	3.6384	3.7661	3.8206	3.6359	3.549	3.7238	3.6786	3.7483	3.7408	3.6216	3.6583	3.6738	3.7002	3.7107	4.2976	4.2158	4.5247	3.7445	3.5835	3.7534	3.7061	3.6343	3.5845	4.1133	3.6279	3.7158	3.6522	3.8432	3.607	3.8786	3.6049	3.6811	4.0188	3.6543	3.626	3.9397	4.072				
istR	7.856	7.5764	8.037	8.0017	8.0226	8.087	7.9233	7.4889	8.1243	8.2662	8.1784	8.147	8.0508	8.0411	8.0102	8.0923	7.5845	7.5564	7.6105	7.6356	7.6717	7.7432	7.8134	7.7019	7.7171	8.0432	8.0605	8.0031	8.0157	8.2454	8.2304	8.0599	8.1211	8.0502	8.3166	8.3705	8.307	8.4442	8.0488	8.0656	7.2027	7.3506	7.2576	7.4658	7.1731	7.2631	7.2261	7.3248	7.3764	7.1398	7.2602	7.2896	7.2723	7.4184	7.5295	7.3051	7.3881	7.2671	7.3861	7.3704	7.3121	7.3679	7.4987	7.2767	7.2684	7.4692	7.2716	7.1775	7.5484	7.3041	7.5026	7.2858	7.2573	7.1849	7.2967	7.5194	7.3661	7.2103	7.3136	7.6262	7.3261	7.4618	7.3305	7.3916	7.4668	7.7391	7.6691	7.6252	7.7063	7.6262	7.3264	7.3867	7.3859	7.2953	7.213	7.4331	7.7505	7.609	7.5365	8.0251				
ivbL	11.285	11.413	11.251	11.293	11.232	11.695	12.379	12.422	9.9004	10.143	12.121	12.007	11.873	11.885	10.808	10.954	12.544	12.344	12.391	12.792	12.602	12.082	12.76	12.324	12.589	8.2565	8.0822	8.1424	9.6615	9.386	9.3864	9.444	9.6326	10.117	9.2899	9.4394	8.9525	9.5063	9.7678	9.3925	12.335	12.291	12.106	11.51	12.207	11.825	12.313	12.59	12.091	10.908	11.92	11.706	12.498	12.358	12.271	11.566	11.349	11.658	11.618	11.965	11.482	11.076	11.052	12.026	12.16	12.272	11.983	11.039	12.665	12.158	12.576	12.237	12.2	12.258	12.167	12.244	12.402	12.22	12.072	11.925	12.465	12.349	12.046	11.987	11.923	11.932	12.266	12.065	12.438	12.959	12.986	13.284	13.296	13.068	12.247	11.815	12.114	12.755	12.603	12.735	branched-chain amino acid biosynthetic process [GO:0009082]| valine biosynthetic process [GO:0009099]			
ivy	9.1865	9.4571	9.3936	9.471	9.3362	8.922	9.961	10.041	10.456	10.557	10.32	10.089	10.257	10.237	10.511	10.673	9.7371	9.586	9.6761	10.18	10.616	10.402	9.5805	9.599	9.6588	9.2872	9.1365	9.6564	9.174	9.0023	9.2569	9.1495	9.2153	9.2861	9.4077	9.1713	9.1007	9.2281	9.3093	9.3463	10.92	11.042	11.001	11.528	11.412	11.398	11.612	11.375	11.391	12.584	12.671	12.417	12.176	11.798	12.693	11.684	11.634	11.441	11.214	11.234	10.993	11.829	12.303	11.478	11.087	10.847	10.651	11.242	10.655	10.632	10.614	10.951	11.071	10.761	10.932	10.696	11.016	11.111	10.797	11.1	10.795	10.806	10.653	10.768	10.782	10.778	11.038	11.077	10.511	10.539	11.037	11.163	10.914	10.658	11.337	10.885	10.502	11.805	12.003	11.217	chaperone-mediated protein folding [GO:0061077]| regulation of catalytic activity [GO:0050790]	outer membrane-bounded periplasmic space [GO:0030288]	lysozyme inhibitor activity [GO:0060241]	SUBCELLULAR LOCATION: Periplasm.
katE	7.9477	7.9319	8.126	8.1831	8.3399	7.6476	8.065	7.7866	9.0952	9.2445	8.926	8.7632	9.2354	9.4216	9.1879	9.1027	8.7005	8.6243	9.0796	9.9221	10.202	9.9456	8.3031	8.3481	8.3416	8.9098	9.0095	9.1178	8.6185	8.4205	8.5899	8.4162	8.3442	8.3381	8.35	8.2053	8.3082	8.7349	8.437	8.4252	10.351	10.298	10.326	9.2694	9.2769	9.0489	10.648	10.666	11.268	11.411	11.209	11.285	12.11	12.092	12.366	9.7911	9.8463	9.5724	9.4095	9.2309	9.3908	9.9789	10.394	9.3576	9.2493	10.143	10.462	11.257	10.142	10.437	10.025	10.518	10.521	10.685	10.145	9.8863	9.9415	10.43	10.509	10.276	10.437	10.44	10.549	8.2957	8.6668	8.447	8.7703	8.3397	8.8628	8.8725	10.407	10.197	10.085	9.7443	8.1761	8.2059	8.7633	8.8468	8.8073	10.229	cellular response to DNA damage stimulus [GO:0006974]| hydrogen peroxide catabolic process [GO:0042744]| hyperosmotic response [GO:0006972]| response to oxidative stress [GO:0006979]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	catalase activity [GO:0004096]| heme binding [GO:0020037]| identical protein binding [GO:0042802]| iron ion binding [GO:0005506]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
katG	9.1191	9.2822	9.1219	9.2082	8.7665	9.1629	9.982	9.7427	10.01	10.005	9.7543	9.8029	9.7749	9.6653	9.2944	9.695	9.8137	9.6883	9.683	9.7974	9.7892	9.6127	9.3988	9.5118	9.492	9.7123	9.6545	9.5981	9.7156	9.532	9.3919	9.544	9.4194	9.3574	9.506	9.4398	9.2576	8.8405	9.5274	9.2733	10.196	9.8465	9.6815	10.572	11.188	11.018	11.291	11.378	11.723	9.2839	9.8717	10.048	10.092	9.881	10.087	10.94	10.308	10.676	11.426	11.055	11.24	10.396	10.699	11.115	11.104	10.306	10.108	11.178	9.8912	10.024	9.6422	9.6785	9.4939	9.8411	9.6388	9.4349	9.6199	9.4628	9.2374	9.5042	9.9091	9.8568	10.181	9.3375	9.2554	9.509	9.6233	9.4245	9.4739	9.9494	9.9675	9.82	9.9537	9.945	9.3308	9.4294	9.5057	9.988	10.001	9.4644	cellular response to hydrogen peroxide [GO:0070301]| hydrogen peroxide catabolic process [GO:0042744]| response to oxidative stress [GO:0006979]	cytosol [GO:0005829]	catalase activity [GO:0004096]| heme binding [GO:0020037]| identical protein binding [GO:0042802]| metal ion binding [GO:0046872]| oxidoreductase activity [GO:0016491]| peroxidase activity [GO:0004601]	
kbaY	8.859	9.1854	8.5745	9.0985	9.3462	8.8195	9.0679	9.0595	8.7497	8.7604	8.5802	9.0254	8.497	8.6085	8.2863	8.4581	8.2436	8.0433	8.2951	8.3024	8.2951	8.2289	8.2122	8.3274	8.243	8.3782	8.4652	8.4276	8.499	8.653	8.554	8.3622	8.4695	8.4407	8.7092	8.5243	8.4024	8.1175	8.543	8.7539	7.9201	8.1276	8.1976	7.8227	7.91	7.9367	7.9313	7.8118	8.1725	7.9877	7.8418	7.7971	7.8933	7.9443	8.0278	7.951	8.0022	8.1861	8.0797	7.906	7.6034	7.984	7.9097	7.9419	7.9582	8.2637	8.017	7.9274	8.2014	7.8824	8.0858	7.8225	7.7292	7.661	8.1243	7.8619	7.9569	8.0495	7.9434	7.9387	8.1159	8.114	7.9761	8.2752	8.4606	8.6502	8.5318	8.3868	8.6012	8.4798	8.3452	8.5001	8.2902	8.4235	8.2945	8.0986	8.5116	7.972	8.1147	8.5192	carbohydrate metabolic process [GO:0005975]| D-tagatose 6-phosphate catabolic process [GO:2001059]	cytosol [GO:0005829]| protein-containing complex [GO:0032991]	identical protein binding [GO:0042802]| tagatose-bisphosphate aldolase activity [GO:0009025]| zinc ion binding [GO:0008270]	
